Category_name,Service_id,Service_name,Alias,Tags,Icon,Icon_color
Events & Celebrations,dj_sound_entertainment,DJ / Sound & Entertainment,,"DJ, Wedding DJ, Party DJ, Corporate DJ, Live Music, Karaoke, Sound System, Speaker Setup, Stage Sound, Event Lighting, Anchor/Host, Entertainment",construct,#9E9E9E
Professional & Digital,computer_it_help,Computer / IT Help,,"Computer Setup, Laptop Setup, Software Installation, Windows Installation, OS Troubleshooting, Virus Removal, Malware Troubleshooting, Slow Computer, Hardware Troubleshooting, Printer Setup, Wi-Fi Setup, Data Backup, Data Transfer, Data Recovery, Email Setup, Cloud Setup, Microsoft Office, Antivirus Setup, Remote Assistance, Home IT Support, Office IT Support",construct,#00BCD4
Professional & Digital,mobile_repair,Mobile Repair,,"Screen Replacement, Battery Replacement, Charging-Port Repair, Charging Problem, Speaker, Microphone, Camera, Camera Glass, Button Repair, Power Problem, Software Problem, Operating System, Network Problem, Wi-Fi, Bluetooth, Water Damage, Data Transfer, Data Recovery, Back Glass, General Repair",construct,#00BCD4
Professional & Digital,laptop_repair,Laptop Repair,,"Screen, Battery, Keyboard, Trackpad, Charging, Adapter, Motherboard, RAM Upgrade, SSD Upgrade, Hard Drive, OS Installation, Software, Virus Removal, Overheating, Fan, Hinge, Webcam, Speaker, Data Recovery, Water Damage, General Servicing",construct,#00BCD4
Professional & Digital,printer_service,Printer Service,,"Printer Installation, Printer Repair, Cartridge, Ink Refill, Toner, Paper Jam, Paper Feed, Print Quality, Wi-Fi Setup, Network Printing, USB Setup, Scanner, Duplex, Driver Installation, Laser Printer, Inkjet Printer, Maintenance",construct,#00BCD4
Professional & Digital,graphic_designer,Graphic Designer,,"Logo, Business Card, Brochure, Flyer, Poster, Invitation, Wedding Invitation, Menu, Social Media Creative, Instagram Creative, YouTube Thumbnail, Banner, Advertisement, Presentation, Brand Identity, Packaging, Product Catalogue, Digital Banner, Print Design, Business Branding",construct,#00BCD4
Professional & Digital,video_editor,Video Editor,,"Instagram Reel, YouTube Video, Shorts, Wedding Video, Event Video, Birthday Video, Promotional Video, Product Video, Corporate Video, Social Media Video, Video Trimming, Subtitles, Captions, Transitions, Colour Correction, Audio Editing, Background Music, Motion Graphics, Thumbnail, Long-Form Video, Short-Form Video",construct,#00BCD4
Professional & Digital,accountant_tax_consultant,Accountant / Tax Consultant,,"Bookkeeping, Accounting, GST Registration, GST Filing, Income Tax Filing, TDS, Tax Consultation, Business Accounts, Personal Accounts, Invoice Preparation, Payroll, Financial Statements, Bank Reconciliation, Expense Tracking, Accounting Software, Small Business Accounting, Tax Planning, Compliance Assistance, Annual Accounts",construct,#00BCD4
Professional & Digital,lawyer_legal_consultant,Lawyer / Legal Consultant,,"Property, Rent Agreement, Sale Agreement, Civil Matter, Family Matter, Consumer Matter, Business Matter, Employment Matter, Contract Review, Legal Notice, Documentation, Dispute Consultation, Succession, Will, Company Matters, Legal Drafting, Legal Consultation",construct,#00BCD4
Professional & Digital,documentation_notary,Documentation / Notary,,"Affidavit, Rent Agreement, Sale Agreement, Declaration, Notarization, Document Drafting, Document Printing, Form Filling, Application Assistance, Government Forms, Registration Assistance, Stamp Paper Assistance, Document Verification, Attestation Assistance",construct,#00BCD4
Security & Staffing,security_guard,Security Guard,,"Home Security, Apartment Security, Villa Security, Office Security, Shop Security, Warehouse Security, Construction Site, School Security, Hospital Security, Night Security, Day Security, Gate Security, Visitor Management, Parking Security, Event Security, Temporary Security, Full-Time Security, Part-Time Security",construct,#2196F3
Security & Staffing,bouncer_event_security,Bouncer / Event Security,,"Party Security, Wedding Security, Corporate Event Security, Concert/Event Security, VIP Security, Crowd Management",construct,#2196F3
Security & Staffing,office_business_helper,Office / Business Helper,,"Office Boy, Pantry Helper, Office Cleaning, Reception Support, Office Errands, Document Handling, Tea/Coffee Service, General Office Assistance",construct,#2196F3
Security & Staffing,event_staff,Event Staff,,"Waiter, Server, Kitchen Helper, Event Helper, Registration Desk, Guest Assistance, Parking Assistance, Setup Helper, Cleanup Helper, Wedding Staff, Birthday Staff, Corporate Event Staff, Hospitality Staff",construct,#2196F3
Indian Religious & Cultural Services,pandit_pujari,Pandit / Pujari,,"Puja, Havan/Homa, Griha Pravesh, Satyanarayan Puja, Ganesh Puja, Lakshmi Puja, Navgraha Puja, Vastu Puja, Shanti Puja, Wedding Rituals, Engagement Rituals, Naamkaran, Mundan, Annaprashan, Festival Puja, Janmashtami Puja, Ganesh Chaturthi Puja, Diwali Puja, Navratri Puja, Durga Puja, Shiv Puja, Religious Ceremony, Puja Arrangements",construct,#FF5722
Indian Religious & Cultural Services,astrologer_jyotish,Astrologer / Jyotish,,"Kundli, Horoscope, Kundli Matching, Marriage Consultation, Muhurat, Naming Consultation, Career Consultation, Business Consultation, Vastu Consultation, General Astrology",construct,#FF5722
Other Indian Household / Local Services,swimming_pool_service,Swimming Pool Service,,"Pool Cleaning, Vacuuming, Water Testing, pH Balancing, Chlorination, Algae Removal, Tile Cleaning, Filter Cleaning, Pump Maintenance, Pump Repair, Equipment Repair, Pool Maintenance, Residential Pool, Commercial Pool",construct,#673AB7
Other Indian Household / Local Services,water_delivery,Water Delivery,,"Drinking Water, Domestic Water, Tank Filling, Emergency Water Supply, Tanker Delivery, Construction Water",construct,#673AB7
Other Indian Household / Local Services,laundry_dry_cleaning,Laundry & Dry Cleaning,,"Wash, Iron, Fold, Dry Cleaning, Saree Dry Cleaning, Blanket Cleaning, Curtain Cleaning, Carpet Cleaning, Pickup, Delivery, Stain Removal, Steam Ironing, Pressing, Woollen Cleaning, Bulk Laundry",construct,#673AB7
